If you have any questions or corrections please email Franklin (ffein@stanford.edu),,Please let us know which metrics you found most useful and suggestions for more! https://forms.gle/U7cqAyRm2huJCn3a7,,,,,Last updated: 6/1/2021,,,,,,,,,,,
Assession Number,Dataset URL,Dataset name,Dataset made public (MM/DD/YYYY),Most recent snapshot date (MM/DD/YYYY),# of subjects,Modalities available?,DX status(es),Ages (range),Tasks completed?,# of trials (if applicable),Study design,Domain studied,Longitudinal?,Processed data?,Species?,DOI of paper associated with DS (from submitter lab),DOI of paper because DS on OpenNeuro,"Senior Author (lab that collected data) Last, First"
ds003043,https://openneuro.org/datasets/ds003043/versions/1.0.0,Dichoptic Magno/Parvo,9/22/2020,7/30/2020,1,"MRI - anat, MRI - func, Field Map",,26-34,"exp1, exp2, exp3, exp4",,,,No,No,Human,10.1016/j.neuroimage.2020.117520,,"Weldon, Kimberly"
ds003047,https://openneuro.org/datasets/ds003047/versions/1.0.0,DTI data from 'Fiber architecture in the ventromedial striatum and its relation with the bed nucleus of the stria terminalis',8/7/2020,8/7/2020,11,"MRI - anat, MRI - dwi",Healthy/Control,"18-25, 26-34",,,,DTI of ventral striatum,No,No,Human,,,"Krueger, Oliver"
ds003052,https://openneuro.org/datasets/ds003052/versions/1.1.0,PennMTLAtlas,11/30/2020,11/30/2020,25,MRI - anat,,,,,,Medial Temporal Lobe,No,Yes,Human,"""Characterizing human medial temporal lobe atrophy due to Alzheimer's Disease pathology using ex vivo MRI and histopathology"" by Ravikumar et al.",,"Yushkevich, Paul"
ds003059,https://openneuro.org/datasets/ds003059/versions/1.0.0,Neural correlates of the LSD experience revealed by multimodal neuroimaging,8/7/2020,8/7/2020,15,"MRI - anat, MRI - func",Healthy/Control,18-25,rest,,Resting State fMRI,Pharmacological fMRI with Lysergic Acid Diethylamide,No,No,Human,"https://doi.org/10.1073/pnas.1518377113, https://doi.org/10.1016/j.cub.2016.02.010, https://doi.org/10.1007/s00213-015-4014-y, https://doi.org/10.1016/j.euroneuro.2016.03.018, https://doi.org/10.1002/hbm.23234, https://doi.org/10.1038/s41598-017-17546-0",,"Nutt, David"
ds003061,https://openneuro.org/datasets/ds003061/versions/1.0.1,EEG data from an auditory oddball task,8/18/2020,8/18/2020,13,EEG,,"26-34, 35-50",P300,,,,No,No,Human,,,"Delorme, Arnaud"
ds003076,https://openneuro.org/datasets/ds003076/versions/1.0.0,Brain Correlates of Deductive Reasoning in Adults,8/14/2020,8/14/2020,17,"MRI - anat, MRI - func",Healthy/Control,"18-25, 26-34","Syllogistic Reasoning, Transitive Reasoning",,Event Related,Deductive Reasoning,No,No,Human,10.1093/cercor/bhr389,,"Booth, James"
ds003078,https://openneuro.org/datasets/ds003078/versions/1.0.0,PROBE iEEG,5/25/2020,5/25/2020,6,"MRI - anat, iEEG",Epilepsy,,,2022,,Decision-Making,No,No,Human,10.1126/science.abb0184,,"Koechlin, Etienne"
ds003082,https://openneuro.org/datasets/ds003082/versions/1.0.0,Auditory Cortex Mapping Dataset,9/9/2020,8/17/2020,1,"MRI - anat, MEG",,18-25,"mapping, noise",,,Auditory cortex,No,Yes,Human,,,"Cote, Jonathan"
ds003083,https://openneuro.org/datasets/ds003083/versions/1.0.0,Brain Correlates of Math Processing in Adults,6/26/2020,6/26/2020,26,"MRI - anat, MRI - func",Healthy/Control,"18-25, 26-34","Single-Digit Multiplication, Numerosity Judgement, Rhyming Judgement, Single-Digit Subtraction",,Event Related,Math,No,No,Human,10.1002/hbm.21159,,"Booth, James"
ds003085,https://openneuro.org/datasets/ds003085/versions/1.0.0,Temporal Dynamics of Emotional Music,7/20/2020,7/20/2020,39,"MRI - anat, MRI - func, Field Map",,,"happy, rest, sadln, sadsh",,Naturalistic paradigm with music,Affective dynamics,No,No,Human,10.1016/j.neuroimage.2019.116512,,"Kaplan, Jonas"
ds003089,https://openneuro.org/datasets/ds003089/versions/1.0.1,Somatosensory phase-encoded bilateral full-body light touch stimulation,8/24/2020,8/24/2020,20,"MRI - anat, MRI - func",Healthy/Control,"18-25, 26-34","StartLip, StartToe",,,Somatosensory,No,No,Human,"10.1016/j.neuroimage.2020.117257, 10.1093/braincomms/fcaa003",,"Arzy, Shahar"
ds003090,https://openneuro.org/datasets/ds003090/versions/1.0.0,fetal-fMRI,8/25/2020,8/24/2020,159,MRI - func,Healthy/Control,0-10,rest,,Observational,Prenatal Development,No,Yes,Human,10.1101/525386,,"Sripada, Chandra"
ds003094,https://openneuro.org/datasets/ds003094/versions/1.0.0,Analogical reasoning sequential design fMRI,4/17/2021,4/16/2021,16,"MRI - anat, MRI - func",Healthy/Control,,Analogy,,,Analogical Reasoning,No,No,Human,10.1162/jocn_a_01620,,"Monti, Martin"
ds003095,https://openneuro.org/datasets/ds003095/versions/1.0.0,Polarization Dataset,9/29/2020,8/26/2020,38,"MRI - anat, MRI - func",,"18-25, 26-34, 35-50, 51-65","run2, run1, run3, run4",,,,No,No,Human,10.1101/2020.04.30.071084,,"Zaki, Jamil"
ds003096,https://openneuro.org/datasets/ds003096/versions/1.0.2,Valuation of peers' safe choices is associated with substance-naivete in adolescents',9/21/2020,9/21/2020,31,"MRI - anat, MRI - func",,,pinf,,,,No,No,Human,,,"Chiu, Pearl"
ds003097,https://openneuro.org/datasets/ds003097/versions/1.2.0,AOMIC-ID1000,6/16/2020,6/16/2020,928,"MRI - anat, MRI - func, MRI - dwi",Healthy/Control,18-25,,,Population study,,No,Yes,Human,,,"Scholte, Steven"
ds003098,https://openneuro.org/datasets/ds003098/versions/1.0.0,ABCD protocol for BCBP,8/29/2020,8/29/2020,1,MRI - anat,,,,,,,No,No,Human,,,
ds003103,https://openneuro.org/datasets/ds003103/versions/1.0.0,Consensus-seeking and conflict-resolving: an fMRI study on college couples’ shopping interaction,7/29/2020,7/2/2020,1,MRI - anat,Healthy/Control,,cpshop,112,event-related,Social interaction; social neuroscience,No,No,Human,10.1101/2020.03.11.986786,,"Kung, Chun-Chia "
ds003104,https://openneuro.org/datasets/ds003104/versions/1.0.0,MNE-somato-data-bids (anonymized),7/3/2020,7/3/2020,1,"MRI - anat, MEG",,,somato,,,,No,Yes,Human,,,"Parkkonen, Lauri"
ds003114,https://openneuro.org/datasets/ds003114/versions/1.0.0,How ovarian hormones influence the behavioral activation and inhibition system through the dopamine pathway,7/13/2020,7/13/2020,49,"MRI - anat, MRI - func",Healthy/Control,"18-25, 26-34",BAS/BIS,,between-subject resting-state fMRI,ovarian hormones resting-state fMRI,No,No,Human,,,"Wang, Jia-Xi"
ds003126,https://openneuro.org/datasets/ds003126/versions/1.0.0,Reading-related functional activity in children with dyslexia and isolated spelling deficits,6/23/2020,5/29/2020,71,"MRI - anat, MRI - func","Dyslexia, Spelling Disorder, Control","0-10, 11-17",read,,Within-Group,Dyslexia and isolated spelling deficits,No,No,Human,,,"Landerl, Karin"
ds003136,https://openneuro.org/datasets/ds003136/versions/1.0.0,Postnatal Affective MRI Dataset,9/15/2020,9/12/2020,25,"MRI - anat, MRI - func, Field Map",Healthy/Control,"18-25, 26-34","Observing and Labeling Affective Faces, Neural Reactivity to Own- and Other-Infant Affect",,,"postnatal, affect",Yes,No,Human,10.1016/j.dcn.2018.01.002,,"Laurent, Heidemarie"
ds003145,https://openneuro.org/datasets/ds003145/versions/1.0.0,BOLD Verb Generation,9/15/2020,9/14/2020,147,"MRI - anat, MRI - func, Field Map",,,verbgen,,,,No,Yes,Human,,,"Watkins, Kate"
ds003146,https://openneuro.org/datasets/ds003146/versions/1.0.0,Vocal task,9/22/2019,9/22/2019,33,"MRI - anat, MRI - func",Healthy/Control,"18-25, 26-34, 35-50",vocal music,,,"auditory, musicality and speech",No,No,Human,10.1101/411074,,"Concha, Luis"
ds003148,https://openneuro.org/datasets/ds003148/versions/1.0.1,Neuroimaging evidence for network sampling theory of human intelligence,9/16/2020,9/16/2020,60,"MRI - anat, MRI - func",,,"Digit, Feature, Grammatical, ML, Odd, Paired, Polygon, Rotation, SOS, Spatial, Tree, Trouble",,Block design,Intelligence,No,No,Human,,,"Hampshire, Adam"
ds003151,https://openneuro.org/datasets/ds003151/versions/1.0.0,Brain activity during a post-stress working memory task across the hormonal contraceptive cycle,9/16/2020,9/15/2020,20,"MRI - anat, MRI - func",Healthy/Control,"18-25, 26-34",nback,20,within-subject,"working memory, stress",Yes,No,Human,10.1016/j.ynstr.2020.100248,,"Mather, Mara"
ds003170,https://openneuro.org/datasets/ds003170/versions/2.0.0,changepoint fmri,10/15/2020,10/16/2020,16,"MRI - anat, MRI - func, Field Map",,"18-25, 26-34",change-point fmri,,,,No,No,Human,10.1101/2020.05.11.089094,,"Kable, Joseph"
ds003171,https://openneuro.org/datasets/ds003171,Using anesthesia-induced loss of consciousness to identify biomarkers of conscious awareness in the healthy human brain,9/24/2020,9/25/2020,17,"MRI - anat, MRI - func",Healthy/Control,"18-25, 26-34, 35-50","rest, movie",,,Consciousness,No,No,Human,10.1038/s41598-018-31525-z,,"Owen, Adrian"
ds003176,https://openneuro.org/datasets/ds003176/versions/1.0.1,Neurophysiological indicators of internal attention: An fMRI–eye-tracking coregistration study,9/30/2020,9/30/2020,34,"MRI - anat, MRI - func, Field Map",,"18-25, 26-34",EyeMag,,,,No,Yes,Human,,,"Benedek, Mathias"
ds003190,https://openneuro.org/datasets/ds003190/versions/1.0.1,Assesment of the visual stimuli properties in P300 paradigm,10/1/2020,10/5/2020,19,EEG,,,cnos,,,,Yes,No,Human,,,"Chailloux, Juan David"
ds003192,https://openneuro.org/datasets/ds003192/versions/1.0.0,EuskalIBUR,12/9/2020,9/28/2020,7,"MRI - func, Field Map",Healthy/Control,"26-34, 35-50",breathhold,10,BreathHold,Physiology,No,No,Human,10.1101/2020.08.18.256479 ,,"Caballero-Gaudes, César"
ds003194,https://openneuro.org/datasets/ds003194/versions/1.0.3,Neuroepo multisession,10/12/2020,10/12/2020,15,EEG,Parkinson's Disease,,"task pre nepo, task 6m nepo",,,,Yes,No,Human,,,"Ibanez, Ivonne Pedroso"
ds003195,https://openneuro.org/datasets/ds003195/versions/1.0.3,Placebo Neuroepo multisession,10/12/2020,10/12/2020,10,EEG,Parkinson's Disease,,"task placebo 6m , task placebo pre",,,,Yes,No,Human,,,"Ibanez, Ivonne Pedroso"
ds003216,https://openneuro.org/datasets/ds003216/versions/1.0.0,Whole brain layer-fMRI connectome: An open dataset,10/1/2020,10/1/2020,1,"MRI - anat, MRI - func",,26-34,"test, movie",24,naturalistic free movie watching,,Yes,Yes,Human,,,"Poser, Benedikt"
ds003233,https://openneuro.org/datasets/ds003233/versions/1.1.1,Think Like an Expert,10/6/2020,10/6/2020,25,"MRI - anat, MRI - func",Healthy/Control,"18-25, 26-34",weekly tasks,,,The neural basis of real-life learning,Yes,No,Human,10.1101/2020.05.05.079384,,"Hasson, Uri"
ds003242,https://openneuro.org/datasets/ds003242/versions/1.0.0,"MRI data of 40 adult participants in response to a cue induced craving task following food fasting, social isolation and baseline (within-subject design)",10/6/2020,10/6/2020,96,"MRI - anat, MRI - func, Field Map",,"18-25, 26-34, 35-50","CIC, midloc",,within-subjects,"Craving, Motivation, Food Fasting, Social Isolation",No,No,Human,,,"Saxe, Rebecca"
ds003325,https://openneuro.org/datasets/ds003325/versions/1.0.0,In vivo T1w MRI of a TDP-43 knock-in mouse model of ALS-FTD,10/14/2020,10/14/2020,33,MRI - anat,TDP-43 knock-in mouse model of ALS-FTD,,,,,,No,No,Mouse,"10.1038/s41593-018-0113-5, 10.1186/s40478-019-0800-9, 10.1101/2020.05.24.107177",,"Sreedharan, Jemeen"
ds003338,https://openneuro.org/datasets/ds003338/versions/1.0.0,"Behavioral, physiological, and neural signatures of surprise during naturalistic sports viewing",10/31/2020,10/18/2020,20,"MRI - anat, MRI - func, Field Map",Healthy/Control,"18-25, 26-34","recall, view, none",,Naturalistic,Cognitive neuroscience,Yes,No,Human,10.1101/2020.03.26.008714,,"Norman, Kenneth"
ds003340,https://openneuro.org/datasets/ds003340/versions/1.0.2,Tasting Pictures: Viewing Images of Foods Evokes Taste-Quality-Specific Activity in Gustatory Insular Cortex,10/24/2020,10/30/2020,20,"MRI - anat, MRI - func, Field Map",Healthy/Control,"18-25, 26-34, 35-50","Food Pictures, Taste Mapping",,Block Design,"Vision, Taste",No,Yes,Human,10.1101/2020.10.14.307454,,"Martin, Alex"
ds003342,https://openneuro.org/datasets/ds003342/versions/1.0.0,Hand-selective visual regions represent how to grasp 3D tools for use: brain decoding during real actions,10/21/2020,10/21/2020,19,"MRI - anat, MRI - func",Healthy/Control,,"grasp, localiser",,Within-subject,Perception and Action,No,Yes,Human,10.1101/2020.10.14.339606,,"Rossit, Stephanie"
ds003343,https://openneuro.org/datasets/ds003343/versions/1.1.0,Disentangling the percepts of illusory movement and sensory stimulation during tendon vibration in the EEG,11/12/2020,11/12/2020,13,EEG,Healthy/Control,"18-25, 26-34",fps,216,,Perception,No,No,Human,,,"Diserens, Karin"
ds003345,https://openneuro.org/datasets/ds003345/versions/1.0.0,PenaltyKik.02,10/27/2020,10/27/2020,75,"MRI - anat, MRI - func",,,PenaltyKik,,,,No,No,Human,,,"Huettel, Scott"
ds003346,https://openneuro.org/datasets/ds003346/versions/1.1.0,SUDMEX_CONN: The Mexican dataset of cocaine use disorder patients.,10/28/2020,10/28/2020,145,"MRI - anat, MRI - func, MRI - dwi, Field Map","Healthy/Control, Cocaine use","18-25, 26-34, 35-50",rest,,,,No,No,Human,10.1038/tp.2017.92,,"Garza-Villarreal, Eduardo"
ds003352,https://openneuro.org/datasets/ds003352/versions/1.0.0,MEG Color,11/3/2020,11/3/2020,18,MEG,,"11-17, 18-25, 26-34",ColorSpirals,,,,No,No,Human,,,"Conway, Bevil"
ds003357,https://openneuro.org/datasets/ds003357/versions/1.0.0,The influence of heart rate variability biofeedback on cardiac regulation and functional brain connectivity,11/6/2020,11/6/2020,32,"MRI - anat, MRI - func",Healthy/Control,"18-25, 26-34, 35-50",rest,,,,Yes,No,Human,10.1101/2020.08.10.243998,,"Bär, Karl-Jürgen"
ds003367,https://openneuro.org/datasets/ds003367/versions/1.0.0,Ascending arousal network connectivity during recovery from traumatic coma,11/10/2020,11/10/2020,40,MRI - dwi,"Healthy/Control, chronic disorder of consciousness",,,,,TBI,Yes,No,Human,"Snider SB, Bodien YG, Frau-Pascual A, Bianciardi M, Foulkes AS, Edlow BL. Ascending arousal network connectivity during recovery from traumatic coma. NeuroImage:Clinical. 2020",,"Edlow, Brian"
ds003374,https://openneuro.org/datasets/ds003374/versions/1.0.0,Dataset of neurons and intracranial EEG from human amygdala during aversive dynamic visual stimulation,11/11/2020,11/11/2020,9,iEEG,epilepsy,"18-25, 35-50",jokeit,,,,No,No,Human,10.1016/j.neuroimage.2020.116705,,"Sarnthein, Johannes"
ds003380,https://openneuro.org/datasets/ds003380/versions/1.0.0,"Corticothalamic communication under analgesia, sedation and gradual ischemia: a multimodal model of controlled gradual cerebral ischemia in pig",11/12/2020,11/12/2020,11,EEG,,,,,,,No,No,Juvenile pigs,"10.1016/j.clinph.2007.05.071, PMID: 16617676",,"Bauer, Reinhard"
ds003381,https://openneuro.org/datasets/ds003381/versions/1.0.0,Estimation of in-scanner head pose changes during structural MRI using a convolutional neural network trained on eye tracker video,11/13/2020,11/13/2020,21,"MRI - anat, MRI - func",,"26-34, 35-50",task,,,,No,No,Human,,,"Devinsky, Orrin"
ds003382,https://openneuro.org/datasets/ds003382/versions/1.0.0,Monash vis-fPET-fMRI,11/16/2020,11/16/2020,10,"MRI - anat, MRI - func, PET, Field Map, Dixon, UTE",Healthy/Control,"18-25, 35-50","fullchecker, halfchecker, rest, rest fPET and fMRI",,Visual tasks and resting state,"Brain activity, fMRI and fPET",No,No,Human,10.1016/j.neuroimage.2019.01.003,,"Egan, Gary"
ds003392,https://openneuro.org/datasets/ds003392/versions/1.0.0,NeuroSpin hMT+ Localizer DATA (MEG & aMRI),11/20/2020,11/20/2020,11,"MRI - anat, MEG",Healthy/Control,"18-25, 26-34","localizer, noise",,,,No,No,Human,10.1016/j.neuroimage.2014.02.017,,"Van Wassenhove, Virginie"
ds003399,https://openneuro.org/datasets/ds003399/versions/1.0.1,Dataset Clinical Epilepsy iEEG to BIDS - RESPect_longterm_iEEG,12/8/2020,11/27/2020,6,"MRI - anat, iEEG",Epilepsy,"11-17, 35-50","SPESclin, Sleep, slawtrans, CHOCS1, Rest",,,,No,Yes,Human,,,"Zijlmans, Maeike"
ds003400,https://openneuro.org/datasets/ds003400/versions/1.0.1,Dataset Clinical Epilepsy iEEG to BIDS - RESPect_intraoperative_iEEG,12/8/2020,11/27/2020,6,iEEG,Epilepsy,"0-10, 11-17",task-acute,,,,Yes,No,Human,,,"Zijlmans, Maeike"
ds003416,https://openneuro.org/datasets/ds003416/versions/1.0.0,"MASiVar: Multisite, Multiscanner, and Multisubject Acquisitions for Studying Variability in Diffusion Weighted Magnetic Resonance Imaging",12/3/2020,12/3/2020,97,"MRI - anat, MRI - dwi",Healthy/Control,"0-10, 18-25, 26-34, 35-50",,,,,No,Yes,Human,10.1101/2020.12.03.408567,,"Landman, Bennett"
ds003417,https://openneuro.org/datasets/ds003417/versions/1.0.0,3D Mapping of Neurofibrillary Tangle Burden in the Human Medial Temporal Lobe,12/3/2020,12/3/2020,18,MRI - anat,,,,,,,No,Yes,Human,10.1109/ISBI45749.2020.9098462,,"Insausti, Ricardo"
ds003420,https://openneuro.org/datasets/ds003420/versions/1.0.1,Dataset 1,12/8/2020,12/9/2020,23,EEG,Healthy/Control,"18-25, 26-34, 35-50",,,,,No,No,Human,"10.1038/s41598-017-03420-6, 10.1016/j.cortex.2015.08.019, 10.1007/978-3-319-11128-5_232, 10.1109/TPAMI.2017.2750160, 10.1088/1741-2552/aad7b1",,"Wendling, Fabrice"
ds003421,https://openneuro.org/datasets/ds003421/versions/1.0.1,Dataset 2,12/8/2020,12/9/2020,20,EEG,Healthy/Control,"18-25, 35-50","rest, visual naming, auditory naming, and working memory",,,,No,No,Human,"10.1038/s41598-017-03420-6, 10.1016/j.cortex.2015.08.019, 10.1007/978-3-319-11128-5_232, 10.1109/TPAMI.2017.2750160, 10.1088/1741-2552/aad7b1",,"Wendling, Fabrice"
ds003424,https://openneuro.org/datasets/ds003424/versions/1.0.0,Identification of an Amygdala-Thalamic Circuit That Acts as a Central Gain Mechanism in Taste Perception,12/15/2020,12/11/2020,28,"MRI - anat, MRI - func, MRI - dwi, Field Map",Healthy/Control,"18-25, 26-34","rest, taste",,Block,Taste perception,No,No,Human,10.1523/JNEUROSCI.2618-19.2020,,"Small, Dana"
ds003427,https://openneuro.org/datasets/ds003427/versions/1.0.0,Effects of Phase Regression on High-Resolution Functional MRI of the Primary Visual Cortex,12/15/2020,12/15/2020,4,"MRI - anat, MRI - func, Field Map",,,8Hz Contrast Reversing Checkerboard,,,,No,No,Human,,,"Menon, Ravi"
ds003430,https://openneuro.org/datasets/ds003430/versions/1.0.2,Attentionally modulated subjective images reconstructed from brain activity,12/28/2020,12/28/2020,5,"MRI - anat, MRI - func",Healthy/Control,,"attentionNaturalTestImage, perceptionNaturalImageTraining",,,,Yes,No,Human,10.1101/2020.12.27.424510,,"Kamitani, Yukiyasu"
ds003433,https://openneuro.org/datasets/ds003433/versions/1.0.1,newbi4fmri2020 Localizer,12/17/2020,12/16/2020,18,"MRI - anat, MRI - func",,,newbi4fmri_Localizer,,,,No,No,Human,,,"Culham, Jody"
ds003434,https://openneuro.org/datasets/ds003434/versions/1.0.1,newbi4fmri2020 Main Experiment,12/17/2020,12/16/2020,18,"MRI - anat, MRI - func",,,newbi4fmri_MainExp,,,,No,No,Human,,,"Culham, Jody"
ds003437,https://openneuro.org/datasets/ds003437/versions/1.0.1,Protecting the Aging Brain - Diet-Study,1/2/2021,1/2/2021,12,"MRI - anat, MRI - func, Field Map",Healthy/Control,"18-25, 26-34","motor, rest, spanav",,Within subject,"brain metabolism, brain aging, diabetes",No,Yes,Human,10.1073/pnas.1913042117,,"Clarke, Kieran"
ds003438,https://openneuro.org/datasets/ds003438/versions/1.0.0,newbi4fmri2020 Variant1 Suboptimal Block Designs,12/18/2020,12/17/2020,1,"MRI - anat, MRI - func",,,newbi4fmri_VAR1_Suboptimal-Block-Designs,,,,No,No,Human,,,"Culham, Jody"
ds003439,https://openneuro.org/datasets/ds003439/versions/1.0.0,newbi4fmri2020 Variant2 Suboptimal Slow Event Related,12/18/2020,12/17/2020,1,"MRI - anat, MRI - func",,,newbi4fmri_VAR2_Baselines-and-Slow-Event-Related,,,,No,No,Human,,," Culham, Jody"
ds003440,https://openneuro.org/datasets/ds003440/versions/1.0.0,newbi4fmri2020 Variant3 Caffeine,12/18/2020,12/17/2020,1,"MRI - anat, MRI - func",,,newbi4fmri_VAR3_Caffeine,,,,No,No,Human,,,"Culham, Jody"
ds003441,https://openneuro.org/datasets/ds003441/versions/1.0.0,newbi4fmri2020 Variant4 Motion,12/18/2020,12/17/2020,2,"MRI - anat, MRI - func",,,newbi4fmri_VAR4_Motion,,,,No,No,Human,,,"Culham, Jody"
ds003442,https://openneuro.org/datasets/ds003442/versions/1.0.0,newbi4fmri2020 Variant5 Suboptimal Event Related,12/18/2020,12/17/2020,1,"MRI - anat, MRI - func",,,newbi4fmri_VAR5_Suboptimal-Event-Related,,,,No,No,Human,,,"Culham, Jody"
ds003443,https://openneuro.org/datasets/ds003443/versions/1.0.0,newbi4fmri2020 Variant6 Adaptation,12/18/2020,12/17/2020,1,"MRI - anat, MRI - func",,,newbi4fmri_VAR6_Adaptation,,,,No,No,Human,,,"Culham, Jody"
ds003444,https://openneuro.org/datasets/ds003444/versions/1.0.0,newbi4fmri2020 Variant7 Prosopagnosia,12/18/2020,12/17/2020,1,"MRI - anat, MRI - func",,,newbi4fmri_VAR7_Prosopagnosia,,,,No,No,Human,,,"Culham, Jody"
ds003445,https://openneuro.org/datasets/ds003445/versions/1.0.0,newbi4fmri2020 Variant8 Resting State,12/18/2020,12/17/2020,1,"MRI - anat, MRI - func",,,newbi4fmri_VAR8_Resting-State,,,,No,No,Human,,,"Culham, Jody"
ds003446,https://openneuro.org/datasets/ds003446/versions/1.0.0,newbi4fmri2020 Variant9 7T,12/18/2020,12/17/2020,1,"MRI - anat, MRI - func",,,newbi4fmri_VAR9_7T,,,,No,No,Human,,,"Culham, Jody"
ds003452,https://openneuro.org/datasets/ds003452/versions/1.0.1,DMCC13benchmark,9/9/2019,9/9/2019,13,"MRI - anat, MRI - func, Field Map",,"18-25, 26-34, 35-50","AXCPT, cued task-switching, sternberg, stroop",,,benchmark dataset for comparing preprocessing pipelines,No,Yes,Human,,,"Braver, Todd"
ds003453,https://openneuro.org/datasets/ds003453/versions/1.0.1,"Protecting the Aging Brain, Bolus-Study",1/2/2021,1/2/2021,30,"MRI - anat, MRI - func, Field Map",Healthy/Control,"18-25, 26-34, 35-50",rest,,,"brain metabolism, brain aging, diabetes",No,Yes,Human,10.1073/pnas.1913042117,,"Clarke, Kieran"
ds003454,https://openneuro.org/datasets/ds003454/versions/1.0.0,Reward Learning + RAPM Task,12/30/2020,12/30/2020,24,"MRI - anat, MRI - func",,"18-25, 26-34",RAPM Task,,,,No,No,Human,,,"Stocco, Andrea"
ds003455,https://openneuro.org/datasets/ds003455/versions/1.0.1,"Protecting the Aging Brain, Case-Study",1/2/2021,1/2/2021,1,"MRI - anat, MRI - func, Field Map",Healthy/Control,35-50,"ab, rest, uni",,,"brain metabolism, brain aging, diabetes",No,Yes,Human,10.1073/pnas.1913042117,,"Clarke, Kieran"
ds003458,https://openneuro.org/datasets/ds003458/versions/1.1.0,EEG: Three armed bandit gambling task,1/4/2021,1/4/2021,23,EEG,Healthy/Control,18-25,ThreeArmedBandit,,,,No,No,Human,,,"Cavanagh, James"
ds003459,https://openneuro.org/datasets/ds003459/versions/1.0.0,Component processes of word reading in adults and children,1/5/2021,1/5/2021,34,"MRI - anat, MRI - func",,"0-10, 11-17, 18-25, 26-34","Auditory Orthography Judgement, Auditory Phonology Judgement, Auditory Semantic Judgement, Auditory Syntax Judgement",,,,No,No,Human,"10.1076/chin.7.3.119.8740, 10.1002/hbm.10054, 10.1006/nimg.2002.1081, 10.1002/hbm.10111, 10.1016/S0911-6044(03)00019-8, 10.1162/0898929041920496, 10.1523/JNEUROSCI.0864-05.2005, 10.1016/j.neuroimage.2006.07.007, 10.1016/j.bandl.2005.07.004, 10.1016/j.brainres.2006.11.074",,"Booth, James"
ds003463,https://openneuro.org/datasets/ds003463/versions/1.0.1,In vivo multi-parametric manganese-enhanced MRI for detecting senile plaques in rodent models of Alzheimer’s disease,1/7/2021,1/15/2021,22,MRI - anat,,,,,,,No,No,Mice and Rats,10.1101/2021.01.12.426392,,"Cash, Diana"
ds003464,https://openneuro.org/datasets/ds003464/versions/1.0.0,Mouse_opto_INS,1/13/2021,1/8/2021,18,"MRI - anat, MRI - func",,,"opto, rest",,,,No,No,C57bl/6 mixed gender mice,,,"Grandjean, Joanes"
ds003465,https://openneuro.org/datasets/ds003465/versions/1.0.1,DMCC55B,1/28/2021,1/28/2021,55,"MRI - anat, MRI - func, Field Map",Healthy/Control,"18-25, 26-34, 35-50","Axcpt, Cuedts, Stern, Stroop",,,,No,Yes,Human,10.1101/2020.09.18.304402,,"Etzel, Joset"
ds003466,https://openneuro.org/datasets/ds003466/versions/1.1.1,Haptic three-dimensional curved surface exploration fMRI dataset,1/19/2021,1/19/2021,21,"MRI - anat, MRI - func",Healthy/Control,"18-25, 26-34","motor, rest, haptic three-dimensional curved surface exploration task and finger somatotopic mapping task, , Rest Localizer EPI",,,,No,No,Human,10.1016/j.neuroimage.2021.117754,,"Bandettini, Peter"
ds003468,https://openneuro.org/datasets/ds003468/versions/1.0.1,IQSEC2_sMRI_fMRI,2/14/2021,2/14/2021,26,"MRI - anat, MRI - func",,,rest,,,,No,No,Mice,10.1101/2020.09.05.284364,,"Kahn, Itamar"
ds003469,https://openneuro.org/datasets/ds003469/versions/1.0.0,Speech disfluencies: Neurophysiological aspect in normal population,2/17/2021,2/16/2021,81,"MRI - anat, MRI - func, Field Map",,"18-25, 26-34, 35-50",rest,,,,No,No,Human,,,"Utochkin, Igor"
ds003470,https://openneuro.org/datasets/ds003470/versions/1.0.0,MRI Lab Graz: Target processing in overt serial visual search involves the dorsal attention network: A fixation-based event-related fMRI study.,1/14/2021,1/14/2021,20,"MRI - anat, MRI - func",,"18-25, 26-34",multar,,,,No,No,Human,Ischebeck et al. Target processing in overt serial visual search involves the dorsal attention network: A fixation-based event-related fMRI study. Neuropsychologia.,,"Körner, Christof"
ds003474,https://openneuro.org/datasets/ds003474/versions/1.1.0,EEG: Probabilistic Selection and Depression,2/5/2021,1/15/2021,122,EEG,Depression,18-25,ProbabilisticSelection,,,,No,No,Human,10.1162/cpsy_a_00024,,"Allen, John"
ds003477,https://openneuro.org/datasets/ds003477/versions/1.0.0,NI-edu-data-introduction,12/8/2020,12/8/2020,1,"MRI - anat, MRI - func, Field Map",,,flocBLOCKED,,,,No,Yes,Human,,,"Scholte, Steven"
ds003478,https://openneuro.org/datasets/ds003478/versions/1.1.0,EEG: Depression rest,1/18/2021,1/18/2021,122,EEG,,18-25,Rest,,,,No,No,Human,,,"Allen, John"
ds003481,https://openneuro.org/datasets/ds003481/versions/1.0.2,Pragmatic Language,1/21/2021,1/21/2021,145,"MRI - anat, MRI - func",Healthy/Control,"18-25, 26-34","sar, ec, rest, sae, pc, cmp, verbs",,,,No,Yes,Human,,,"Aguilar, Azalea"
ds003483,https://openneuro.org/datasets/ds003483/versions/1.0.2,Logical reasoning study,1/23/2021,1/24/2021,21,MEG,,,"deduction, induction",90,,Reasoning,No,Yes,Human,,,"Maestu, Fernando"
