,AccessionNumber,Dataset URL,Dataset name,ReleaseDate,Most recent snapshot date (MM/DD/YYYY),NSubjects,Modalities,DX status(es),Ages (range),Tasks completed?,# of trials (if applicable),Study design,Domain studied,Longitudinal?,Processed data?,Species,DOI of paper associated with DS (from submitter lab),DOI of paper because DS on OpenNeuro,"Senior Author (lab that collected data) Last, First"
323,ds002687,https://openneuro.org/datasets/ds002687/versions/1.2.0,"Reward, Working Memory, and Feedback Processing",4/8/2020,4/8/2020,24,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34","VisuoSpatial Working Memory, Large Reward, Delayed Feedback, VisuoSpatial Working Memory, Large Reward, Immediate Feedback, VisuoSpatial Working Memory, Small Reward, Delayed Feedback, VisuoSpatial Working Memory, Small Reward, Immediate Feedback, Verbal Working Memory, Large Reward, Delayed Feedback, Verbal Working Memory, Large Reward, Immediate Feedback, Verbal Working Memory, Small Reward, Delayed Feedback, Verbal Working Memory, Small Reward, Immediate Feedback",120,Block,"Working Memory, Reward, Feedback",No,No,Human,,,"Tennekoon, Michael"
324,ds002691,https://openneuro.org/datasets/ds002691/versions/1.1.0,Internal attention study,4/9/2020,4/9/2020,20,EEG,Healthy / Control,"18-25, 35-50, 51-65, 66+",internalattention,20,,Cognition,No,No,Human,ISSN 1970-223X,"Radin, D., Michel, L., Pierce, A., Delorme, A. (2015) Psychophysical interactions with a single-photon double-slit optical system. Quantum Biosystems, Vol 6, Issue 1, Page 82-98.","Radin, Dean"
325,ds002702,https://openneuro.org/datasets/ds002702/versions/1.0.1,High-field 7T Visual fMRI Datasets,4/14/2020,4/14/2020,11,"MRI - func, MRI - anat",Healthy / Control,,"floc, Ring",,,"vision, high-resolution fMRI",No,No,Human,"https://doi.org/10.1016/j.neuroimage.2019.02.006,https://doi.org/10.1523/JNEUROSCI.2106-19.2020,https://doi.org/10.1101/868455",,"Ugurbil, Kamil"
326,ds002711,https://openneuro.org/datasets/ds002711/versions/1.1.0,Smiley,4/16/2020,4/16/2020,15,"MRI - anat, MRI - func",Healthy / Control,"18-25, 26-34, 35-50, 51-65",Smiley,,Pseudoblock design,"Sentimental content of Emojis, Incongruency effect, Autobiographical memory Retrieval,",No,No,Human,,"Chatzichristos, C. and Morante, M. and Andreadis, A. and Kofidis, E. and Kopsinis, Y. and Theodoridis, S. Emojis influence autobiographical memory retrieval from reading words: An fMRI-based study, Plos One, 2020","Theodoridis, Sergios"
327,ds002712,https://openneuro.org/datasets/ds002712/versions/1.0.1,Numbers and Letters,4/17/2020,4/17/2020,25,"T1w, channels, events, meg",,,NumbersLetters,,,,No,No,,,,"Carreiras, Manuel"
328,ds002715,https://openneuro.org/datasets/ds002715/versions/1.0.0,AVScenes_Blind,4/17/2020,4/17/2020,8,"MRI - func, MRI - anat",,,"AVScenesshort, AVSceneslong",,,,No,No,Human,,,"Amedi, Amir"
329,ds002717,https://openneuro.org/datasets/ds002717/versions/1.0.1,Unexplained Repeated Pregnancy Loss is Associated with Altered Perceptual and Brain Responses to Male Body-Odor,4/19/2020,4/19/2020,59,"MRI - func, MRI - anat",Unexplained Repeated Pregnancy Loss,,"bodyodor, blank",40,Event-related,Social chemosignaling,No,No,Human,https://doi.org/10.1101/2020.02.06.937029,,"Sobel, Noam"
330,ds002718,https://openneuro.org/datasets/ds002718/versions/1.0.5,Face processing EEG dataset for EEGLAB,4/21/2020,4/21/2020,18,"MRI - anat, EEG",,"18-25, 26-34",FaceRecognition,,,,No,No,,,,"Henson, Richard N"
331,ds002720,https://openneuro.org/datasets/ds002720/versions/1.0.1,BCItempo,4/24/2020,4/24/2020,18,EEG,,"18-25, 26-34",Run,,Event-related,Music emotions,No,No,Human,,"Daly, I., Hallowell, J., Hwang, F., Kirke, A., Malik, A., Roesch, E., Weaver, J., Williams, D., Miranda, E. R., Nasuto, S. J., �Changes in music tempo entrain movement related brain activity�, in Proc. 36th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC'14), Chicago, Illinois, USA; pp. , 2014a.","Nasuto, Slawomir J."
332,ds002721,https://openneuro.org/datasets/ds002721/versions/1.0.3,filmClips,4/24/2020,4/24/2020,31,EEG,Healthy / Control,"18-25, 26-34, 35-50, 51-65, 66+",Run,,Event-related,Music emotion,No,No,Human,,"[1] Daly, I., Nicolaou, N., Williams, D., Hwang, F., Kirke, A., Miranda, E., Nasuto, S.J., �Neural and physiological data from participants listening to affective music�, Scientific Data, 2018. [2] Daly, I., Malik, A., Hwang, F., Roesch, E., Weaver, J., Kirke, A., Williams, D., Miranda, E. R., Nasuto, S. J., �Neural correlates of emotional responses to music: an EEG study�, Neuroscience Letters, 573: 52-7, 2014; doi: 10.1016/j.neulet.2014.05.003. [3] Daly, I., Hallowell, J., Hwang, F., Kirke, A., Malik, A., Roesch, E., Weaver, J., Williams, D., Miranda, E., Nasuto, S.J., �Changes in music tempo entrain movement related brain activity�, Proc. IEEE EMBC 2014, pp.4595-8; doi: 10.1109/EMBC.2014.6944647 [4] Daly, I., Williams, D., Hallowell, J., Hwang, F., Kirke, A., Malik, A., Weaver, J., Miranda, E., Nasuto, S.J., �Music-induced emotions can be predicted from a combination of brain activity and acoustic features�, Brain and Cognition, 101:1-11, 2015b; doi: 10.1016/j.bandc.2015.08.003","Nasuto, Slawomir J."
333,ds002722,https://openneuro.org/datasets/ds002722/versions/1.0.1,phBCMIcalibration,4/24/2020,4/24/2020,19,"channels, eeg, events",Healthy / Control,"18-25, 26-34",Run,,Event-related,Music emotion,No,No,Human,,"[1] Daly, I., Nicolaou, N., Williams, D., Hwang, F., Kirke, A., Miranda, E., Nasuto, S.J., �Neural and physiological data from participants listening to affective music�, Scientific Data, 2018. [2] Daly, I., Williams, D., Hwang, F., Kirke, A., Malik, A., Roesch, E., Weaver, J., Miranda, E. R., Nasuto, S. J., �Identifying music-induced emotions from EEG for use in brain-computer music interfacing�, in Proc. 4th Workshop on Affective Brain-Computer Interfaces at the 6th International Conference on Affective Computing and Intelligent Interaction (ACII2015). Xi�an, China, 21-25 September 2015. If you use this dataset in your study please cite these references, as well as the following reference: [3] Williams, D., Kirke, A., Miranda, E.R., Daly, I., Hwang, F., Weaver, J., Nasuto, S.J., �Affective Calibration of Musical Feature Sets in an Emotionally Intelligent Music Composition System�, ACM Trans. Appl. Percept. 14, 3, Article 17 (May 2017), 13 pages. DOI: https://doi.org/10.1145/3059005  Thank you for your interest in our work.","Nasuto, Slawomir J."
334,ds002723,https://openneuro.org/datasets/ds002723/versions/1.1.0,phBCMItesting,4/24/2020,4/24/2020,8,"channels, eeg, events",,"18-25, 26-34",Run,,Event-related,Music emotion,No,No,Human,,"[1] Daly, I., Nicolaou, N., Williams, D., Hwang, F., Kirke, A., Miranda, E., Nasuto, S.J., “Neural and physiological data from participants listening to affective music”, Scientific Data, 2018. [2] Daly, I., Williams, D., Hwang, F., Kirke, A., Malik, A., Weaver, J., Miranda, E. R., Nasuto, S. J., “Affective Brain-Computer Music Interfacing”, Journal of Neural Engineering, 13:4, July 2016. http://dx.doi.org/10.1088/1741-2560/13/4/046022 If you use this dataset in your study please cite these references, as well as the following reference: [3] Williams, D., Kirke, A., Miranda, E.R., Daly, I., Hwang, F., Weaver, J., Nasuto, S.J., “Affective Calibration of Musical Feature Sets in an Emotionally Intelligent Music Composition System”, ACM Trans. Appl. Percept. 14, 3, Article 17 (May 2017), 13 pages. DOI: https://doi.org/10.1145/3059005","Nasuto, Slawomir J."
335,ds002724,https://openneuro.org/datasets/ds002724/versions/1.0.1,phBCMItraining,4/24/2020,4/24/2020,10,"channels, eeg, events",,18-25,Run,,Event-related,Music emotion,No,No,Human,,"[1] Daly, I., Nicolaou, N., Williams, D., Hwang, F., Kirke, A., Miranda, E., Nasuto, S.J., �Neural and physiological data from participants listening to affective music�, Scientific Data, 2018.  [2] Daly, I., Williams, D., Hwang, F., Kirke, A., Malik, A., Roesch, E., Weaver, J., Miranda, E. R., Nasuto, S. J., �Identifying music-induced emotions from EEG for use in brain-computer music interfacing�, in Proc. 4th Workshop on Affective Brain-Computer Interfaces at the 6th International Conference on Affective Computing and Intelligent Interaction (ACII2015). Xi�an, China, 21-25 September 2015. If you use this dataset in your study please cite these references, as well as the following reference:  [3] Williams, D., Kirke, A., Miranda, E.R., Daly, I., Hwang, F., Weaver, J., Nasuto, S.J., �Affective Calibration of Musical Feature Sets in an Emotionally Intelligent Music Composition System�, ACM Trans. Appl. Percept. 14, 3, Article 17 (May 2017), 13 pages. DOI: https://doi.org/10.1145/3059005","Nasuto, Slawomir J."
336,ds002725,https://openneuro.org/datasets/ds002725/versions/1.0.0,A dataset recording joint EEG-fMRI during affective music listening ,4/24/2020,4/24/2020,21,"T1w, channels, eeg, events, bold",,"18-25, 26-34","GeneratedMusic, classicalMusic, genMusic01, genMusic02, washout, genMusic03",,Block design & Event related,Music emotion,No,No,Human,,"[1] Daly, I., Williams, D., Hwang, F., Kirke, A., Miranda, E. R., & Nasuto, S. J. (2019). Electroencephalography reflects the activity of sub-cortical brain regions during approach-withdrawal behaviour while listening to music. Scientific Reports, 9(1), 9415. https://doi.org/10.1038/s41598-019-45105-2","Nasuto, Slawomir J."
337,ds002726,https://openneuro.org/datasets/ds002726/versions/1.0.1,Structural brain network of gifted children,5/19/2020,5/19/2020,29,MRI - anat,"Healthy/Control, gifted children",,,,,brain networks in children,No,No,Human,10.1007/s00429-019-01914-9,,"Bullmore, Edward T."
338,ds002727,https://openneuro.org/datasets/ds002727/versions/1.0.2,EMOTIVE IDIOMS,5/5/2020,5/5/2020,23,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50",silentreading,100,,Idiomatic expressions and emotion,No,No,Human,10.1016/j.neuropsychologia.2019.05.020,,"Jacobs, Arthur"
339,ds002731,https://openneuro.org/datasets/ds002731/versions/1.0.2,DRM False Memory,5/19/2020,5/19/2020,59,"MRI - func, MRI - anat",Healthy / Control,18-25,"retrieval, encoding",,,"False memory, DRM",No,No,Human,10.3758/s13421-013-0300-2,,"Xue, Gui"
340,ds002732,https://openneuro.org/datasets/ds002732/versions/1.0.0,,4/24/2020,4/24/2020,30,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50",rating,,,,No,No,Human,,,"Tobler, Philippe N."
341,ds002733,https://openneuro.org/datasets/ds002733/versions/1.0.1,Bids Pilot Project,5/19/2020,5/19/2020,1,"MRI - anat, MRI - func",,,rest,,,,No,No,Human,,,"Test, "
342,ds002734,https://openneuro.org/datasets/ds002734/versions/1.0.2,Evidence Accumulation in Value-Based decisions,4/30/2020,4/30/2020,22,"MRI - func, MRI - anat",Healthy / Control,,main,,,value-based decisions,No,No,Human,10.1038/ncomms15808,,"Philiastides, M"
343,ds002735,https://openneuro.org/datasets/ds002735/versions/1.0.2,Headmold,5/19/2020,5/19/2020,11,"MRI - func, MRI - anat",Healthy / Control,,rest,,Customized head molds,reduce motion,No,No,Human,10.1016/j.neuroimage.2019.01.016,,"Jones, Rebecca M."
344,ds002737,https://openneuro.org/datasets/ds002737/versions/1.0.1,multibandCFtests,5/19/2020,5/19/2020,1,"MRI - func, MRI - anat",Healthy / Control,,"Stroop, notStroop",,,Dual Mechanisms of Cognitive Control,No,No,Human,,,"Braver, Todd S."
345,ds002738,https://openneuro.org/datasets/ds002738/versions/1.0.2,rewardBeast,4/29/2020,4/29/2020,36,"MRI - func, MRI - anat",Healthy / Control,,"reward, rest, epi",,,,No,No,Human,10.1523/JNEUROSCI.0075-18.2018,,"Poldrack, Russell A."
346,ds002739,https://openneuro.org/datasets/ds002739/versions/1.0.0,Simultaneous EEG-fMRI - Confidence in perceptual decisions,5/19/2020,5/19/2020,24,"MRI - func, MRI - anat",Healthy / Control,,main,157,multimodal,decision formulation,No,No,Human,10.7554/eLife.38293,,"Philiastides, Marios G."
347,ds002741,https://openneuro.org/datasets/ds002741/versions/1.0.2,Animated caricatures fMRI study,5/19/2020,5/19/2020,30,"MRI - func, MRI - anat",Healthy / Control,,Caricatures,,repeated measures,,No,No,Human,"10.1016/j.neuroimage.2017.06.023, 10.1016/j.cogpsych.2019.02.002, 10.1523/JNEUROSCI.3621-15.2016, 10.1016/j.neuropsychologia.2015.10.010, 10.1093/cercor/bhu083, 10.1523/JNEUROSCI.2992-13.2013, 10.1523/JNEUROSCI.1992-12.2012",,"Wooley, C"
348,ds002743,https://openneuro.org/datasets/ds002743/versions/1.0.1,TEST1,5/19/2020,5/19/2020,3,MRI - anat,,26-34,,,,,No,No,Human,,,"AR, "
349,ds002748,https://openneuro.org/datasets/ds002748/versions/1.0.5,Resting state with closed eyes for patients with depression and healthy participants,4/28/2020,4/28/2020,72,"MRI - anat, MRI - func",Depression,"18-25, 26-34, 35-50, 51-65",resting state with closed eyes,,,FMRI,No,No,Human,10.1155/2021/8846097," Bezmaternykh D.D., Melnikov M.Y., Savelov A.A. et al. Brain Networks Connectivity in Mild to Moderate Depression: Resting State fMRI Study with Implications to Nonpharmacological Treatment. Neural Plasticity, 2021. V. 2021. № 8846097. PP. 1-15. DOI: 10.1155/2021/8846097","ED, Petrovskii"
350,ds002750,https://openneuro.org/datasets/ds002750/versions/1.0.1,YanDataBIDS,4/28/2020,4/28/2020,3,"MRI - func, MRI - anat",,,rest,,,,No,No,,,,"Yan, Chao-Gan"
351,ds002761,https://openneuro.org/datasets/ds002761/versions/1.1.2,memoryreplay,5/15/2020,5/15/2020,25,MEG,Healthy / Control,,Memory,,,MEG,No,No,Human,,,"Dolan, Raymond J."
352,ds002766,https://openneuro.org/datasets/ds002766/versions/3.0.2,Cast-induced plasticity,6/16/2020,6/16/2020,3,"MRI - func, MRI - anat",Healthy / Control,,"Motor, rest, REST",,Resting-state,Disuse,Yes,No,Human,https://doi.org/10.1016/j.neuron.2020.05.007,"Newbold et al., Plasticity and Spontaneous Activity Pulses in Disused Human Brain Circuits, Neuron (2020), https:// doi.org/10.1016/j.neuron.2020.05.007","Dosenbach, Nico U.F."
353,ds002770,https://openneuro.org/datasets/ds002770/versions/2.0.0,Brain mechanisms underlying episodic future thinking of sustainable behaviors,4/30/2020,4/30/2020,86,"T1w, bold, events, fieldmap",Healthy / Control,,cueexposure,72,Within-Group ,Sustainable behaviors - episodic future thinking,No,No,Human,,Under review,"Billieux, Joël"
354,ds002773,https://openneuro.org/datasets/ds002773/versions/1.0.0,Retrieval practice facilitates memory updating by enhancing and differentiating medial prefrontal cortex representations,5/6/2020,5/6/2020,19,"MRI - func, MRI - anat",Healthy / Control,"11-17, 18-25","updating, localizer, retrieval",,,,No,No,Human,,,"Xue, Gui"
355,ds002776,https://openneuro.org/datasets/ds002776/versions/1.0.2,Motor sequence learning,5/12/2020,5/12/2020,26,"MRI - func, MRI - anat",,"18-25, 26-34",motorseq,,"longitudinal, within-subject",motor learning,Yes,No,Human,10.1101/2020.01.08.899229,https://www.biorxiv.org/content/10.1101/2020.01.08.899229v2.full,"Diedrichsen, Jörn"
356,ds002778,https://openneuro.org/datasets/ds002778/versions/1.0.5,UC San Diego Resting State EEG Data from Patients with Parkinson's Disease,5/6/2020,5/6/2020,31,EEG,Parkinson's Disease,"35-50, 51-65, 66+",rest,,Resting State,Parkinson's Disease,No,No,Human,"10.1523/ENEURO.0151-19.2019, 10.1016/j.nicl.2013.07.013","Nicko Jackson, Scott R. Cole, Bradley Voytek, Nicole C. Swann. Characteristics of Waveform Shape in Parkinson's Disease Detected with Scalp Electroencephalography. eNeuro 20 May 2019, 6 (3) ENEURO.0151-19.2019; DOI: 10.1523/ENEURO.0151-19.2019.  George JS, Strunk J, Mak-McCully R, Houser M, Poizner H, Aron AR. Dopaminergic therapy in Parkinson's disease decreases cortical beta band coherence in the resting state and increases cortical beta band power during executive control. Neuroimage Clin. 2013 Aug 8;3:261-70. doi: 10.1016/j.nicl.2013.07.013. PMID: 24273711; PMCID: PMC3814961.","Swann, Nicole C."
357,ds002785,https://openneuro.org/datasets/ds002785/versions/2.0.0,AOMIC-PIOP1,5/24/2020,5/24/2020,216,"MRI - func, MRI - dwi, MRI - anat",Healthy / Control,"18-25, 26-34","anticipation, emomatching, gstroop, faces, restingstate, workingmemory",,,,No,No,Human,,To be released on Biorxiv,"Scholte, Steven"
358,ds002790,https://openneuro.org/datasets/ds002790/versions/2.0.0,Put the name of your experiment here,5/24/2020,5/24/2020,226,"MRI - func, MRI - dwi, MRI - anat",Healthy / Control,18-25,"restingstate, workingmemory, stopsignal, emomatching",,,,No,No,Human,,To be released on Biorxiv,"Scholte, Steven"
359,ds002791,https://openneuro.org/datasets/ds002791/versions/1.0.0,DataSet1,7/17/2020,7/17/2020,23,"channels, eeg, electrodes, events",,"18-25, 26-34, 35-50",,,,,No,No,Human,,,"Hassan, Mahmoud"
360,ds002793,https://openneuro.org/datasets/ds002793/versions/1.0.1,updating following strong vs weak priors,5/17/2020,5/17/2020,28,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34","tom, tps",,,,No,No,Human,,,"Young, Liane"
361,ds002797,https://openneuro.org/datasets/ds002797/versions/1.0.2,CCD,5/15/2020,5/15/2020,22,"MRI - func, MRI - anat",,26-34,Main,,,,No,No,,,,"Egner, Tobias"
362,ds002799,https://openneuro.org/datasets/ds002799/versions/1.0.4,Human es-fMRI Resource: Concurrent deep-brain stimulation and whole-brain functional MRI,5/18/2020,5/18/2020,26,"MRI - func, MRI - anat, iEEG",,"11-17, 18-25, 26-34, 35-50, 51-65","es, rest",,,,No,No,Human,,,"*equally contributing, †corresponding author"
363,ds002813,https://openneuro.org/datasets/ds002813/versions/1.0.0,Model-based fMRI reveals co-existing specific and generalized concept representations,12/16/2020,12/16/2020,38,"MRI - func, MRI - anat",,"18-25, 26-34","imtest, fintest, train",,,categorization,No,No,Human,10.7554/eLife.59360,Tracking prototype and exemplar representations in the brain across learning,"Zeithamova, D."
364,ds002814,https://openneuro.org/datasets/ds002814/versions/1.3.0,TODO: name of the dataset,11/22/2020,11/22/2020,21,"MRI - func, MRI - anat, EEG",,"18-25, 26-34","task-categorySelectivity, categorySelectivity, TODO: full task name for categorySelectivity",,,,No,No,Human,,,"Khaligh-Razavi, Seyed-Mahdi"
365,ds002833,https://openneuro.org/datasets/ds002833/versions/1.0.0,DataSet2,7/17/2020,7/17/2020,20,"channels, eeg, electrodes, events",,"18-25, 35-50",PicturesNaming,,,,No,No,,,,"Hassan, Mahmoud"
366,ds002835,https://openneuro.org/datasets/ds002835/versions/1.0.1,Prospection,2/2/2021,2/2/2021,26,"MRI - func, MRI - anat",,,Prospection,,,,No,No,,,,"Kable, Joseph"
367,ds002837,https://openneuro.org/datasets/ds002837/versions/2.0.0,Naturalistic Neuroimaging Database,5/26/2020,5/26/2020,86,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50, 51-65","500daysofsummer, 12yearsaslave, citizenfour, theusualsuspects, pulpfiction, theshawshankredemption, theprestige, backtothefuture, split, littlemisssunshine",,,,No,No,Human,,,"Skipper, Jeremy I"
