"Title","Investigator","Institute","Fiscal Year","FOA Number","Funded Status","Project Number","Priority Area","Application ID"
"Closed loop deep brain stimulation for Parkinson's disease","Starr, Philip Andrew","University Of California, San Francisco","2016","RFA-NS-16-010","Active","1UH3NS100544-01","Human NeuroscienceInterventional ToolsMonitor Neural Activity","9266691"
"A platform for high-throughput production of targeting systems for cell-type-specific transgene expression in wild-type animals","Wickersham, Ian R","Massachusetts Institute Of Technology","2016","RFA-MH-16-775","Active","1R01MH111503-01","Cell TypeCircuit DiagramsMonitor Neural ActivityInterventional Tools","9213724"
"BRAIN Initiative:  Theories, Models and Methods for Analysis of Complex Data from the Brain","Chung, Moo K","University Of Wisconsin-madison","2016","RFA-EB-15-006","Complete","1R01EB022856-01","Integrated ApproachesTheory & Data Analysis Tools","9170211"
"Neural mechanisms and behavioral consequences of non-Gaussian likelihoods in sensorimotor learning","Nemenman, Ilya M. (contact) Sober, Samuel","Emory University","2016","RFA-EB-15-006","Active","1R01EB022872-01","Integrated ApproachesTheory & Data Analysis Tools","9170650"
"Micro-TMS Technology for Ultra-Focal Brain Stimulation","Bonmassar, Giorgio","Massachusetts General Hospital","2016","RFA-MH-16-810","Active","1R01MH111875-01","Interventional ToolsHuman Neuroscience","9229206"
"Deep brain photoacoustic tomography at single-neuron resolution using arrays of photonic emitters and high-frequency ultrasound transducers","Roukes, Michael L Shepard, Kenneth L Wang, Lihong  (contact)","California Institute Of Technology","2016","RFA-NS-16-006","Active","1U01NS099717-01","Monitor Neural ActivityInterventional Tools","9231961"
"Multiplex in vivo imaging of cell-specific and circuit-specific signaling pathways during synaptic plasticity","Huganir, Richard L (contact) Zhang, Jin","Johns Hopkins University","2016","RFA-MH-16-775","Active","1R01MH111516-01","Cell TypeCircuit DiagramsMonitor Neural ActivityInterventional Tools","9213887"
"High dynamic range multiphoton microscopy for large-scale imaging","Davison, Ian Gordon Mertz, Jerome C (contact)","Boston University (charles River Campus)","2016","RFA-EY-16-001","Complete","1R21EY027549-01","Monitor Neural ActivityInterventional Tools","9242942"
"Computational Modeling of Deep Brain Stimulation of the Ventral Striatum","Dougherty, Darin D Widge, Alik S (contact)","Massachusetts General Hospital","2016","RFA-MH-16-725","Complete","1R03MH111320-01","Monitor Neural ActivityInterventional ToolsTheory & Data Analysis Tools","9203462"
"Optimizing flexible, active electrode arrays for chronic, large-scale recording and stimulation on the scale of 100,000 electrodes","Pesaran, Bijan Rogers, John Shepard, Kenneth L Viventi, Jonathan  (contact)","Duke University","2016","RFA-NS-16-007","Active","1U01NS099697-01","Monitor Neural ActivityInterventional Tools","9231725"
"Manifold-valued statistical models for longitudinal morphometic analysis in preclinical Alzheimer's disease (AD)","Johnson, Sterling C Singh, Vikas  (contact)","University Of Wisconsin-madison","2016","RFA-EB-15-006","Active","1R01EB022883-01","Integrated ApproachesTheory & Data Analysis Tools","9170619"
"Molecular Functional Ultrasound for Non-Invasive Imaging and Image-Guided Recording and Modulation of Neural Activity","Shapiro, Mikhail","California Institute Of Technology","2016","RFA-NS-16-006","Active","1U01NS099724-01","Monitor Neural ActivityInterventional Tools","9232012"
"Biophysical Design Strategies for Next-Generation Maquette-based Genetically Encoded Voltage Indicators (GEVIs)","Chow, Brian Y Discher, Bohdana  (contact)","University Of Pennsylvania","2016","RFA-EY-16-001","Complete","1R21EY027562-01","Monitor Neural ActivityInterventional Tools","9244163"
"MOTES: Micro-scale Opto-electronically Transduced Electrode Sites","Goldberg, Jesse Heymann Mceuen, Paul Molnar, Alyosha Christopher (contact)","Cornell University","2016","RFA-EY-16-001","Complete","1R21EY027581-01","Monitor Neural ActivityInterventional Tools","9244414"
"All-Optical Methods for Studying Sequential Motor Behaviors","Roberts, Todd F","Ut Southwestern Medical Center","2016","RFA-MH-16-725","Complete","1R03MH111319-01","Monitor Neural ActivityInterventional ToolsTheory & Data Analysis Tools","9203398"
"Sonoelectric tomography (SET): High-resolution noninvasive neuronal current tomography","Hamalainen, Matti Mcdannold, Nathan J Mitra, Partha Pratim Okada, Yoshio  (contact)","Boston Children's Hospital","2015","RFA-MH-15-200","Complete","1R24MH109111-01","Monitor Neural ActivityInterventional ToolsHuman Neuroscience","9037285"
"Development of a scalable methodology for imaging neuropeptide release in the brain","Anderson, David J","California Institute Of Technology","2015","RFA-EY-15-001","Complete","1R21EY026432-01","Monitor Neural ActivityInterventional Tools","9056190"
"Berkeley Course on Mining and Modeling of Neuroscience Data","Sommer, Friedrich T","University Of California Berkeley","2015","RFA-MH-15-215","Complete","1R25MH109070-01","Theory & Data Analysis Tools","9036886"
"Intrabody-dependent activation of cell-specific gene expression in CNS","Blackshaw, Seth","Johns Hopkins University","2015","RFA-MH-15-225","Complete","1U01MH109102-01","Cell TypeCircuit DiagramsMonitor Neural ActivityInterventional Tools","9037244"
"Optical tools for extended neural silencing","Kennedy, Matthew J (contact) Tucker, Chandra L","University Of Colorado Denver","2015","RFA-EY-15-001","Complete","1R21EY026363-01","Monitor Neural ActivityInterventional Tools","9055530"
"High resolution deep tissue calcium imaging with large field of view wavefront correction","Cui, Meng  (contact) Gan, Wenbiao","Purdue University","2015","RFA-NS-15-004","Complete","1U01NS094341-01","Monitor Neural ActivityInterventional Tools","9012556"
"High-Bandwidth Wireless Interfaces for Continuous Human Intracortical Recording","Hochberg, Leigh R (contact) Nurmikko, Arto","Massachusetts General Hospital","2015","RFA-NS-15-006","Active","1UH2NS095548-01","Human NeuroscienceInterventional ToolsMonitor Neural Activity","9054364"
"Network basis of action selection","Komiyama, Takaki Kreitzer, Anatol  (contact) Lim, Byungkook","J. David Gladstone Institutes","2015","RFA-NS-15-005","Complete","1U01NS094342-01","Cell TypeCircuit DiagramsIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9012622"
"Building and sharing next generation open-source, wireless, multichannel miniaturized microscopes for imaging activity in freely behaving mice","Golshani, Peyman  (contact) Khakh, Baljit Markovic, Dejan Silva, Alcino J.","University Of California Los Angeles","2015","RFA-NS-15-004","Complete","1U01NS094286-01","Monitor Neural ActivityInterventional Tools","9012480"
"Potentiometric photoacoustic imaging of brain activity enabled by near infrared to visible light converting nanoparticles","Prasad, Paras N. (contact) Xia, Jun","State University Of New York At Buffalo","2015","RFA-EY-15-001","Complete","1R21EY026411-01","Monitor Neural ActivityInterventional Tools","9056047"
"A new strategy for cell-type specific gene disruption in flies and mice","Clandinin, Thomas Robert (contact) Shah, Nirao Mahesh","Stanford University","2015","RFA-MH-15-225","Complete","1U01MH109119-01","Cell TypeCircuit DiagramsMonitor Neural ActivityInterventional Tools","9037320"
"SYNPLA: A scaleable method for monitoring circuit-specific learning-induced changes in synaptic strength","Malinow, Roberto Zador, Anthony M (contact)","Cold Spring Harbor Laboratory","2015","RFA-MH-15-225","Complete","1U01MH109113-01","Cell TypeCircuit DiagramsMonitor Neural ActivityInterventional Tools","9037290"
"Lagging or Leading? Linking Substantia Nigra Activity to Spontaneous Motor Sequences","Adams, Ryan Prescott Datta, Sandeep R Sabatini, Bernardo L (contact)","Harvard Medical School","2015","RFA-NS-15-005","Complete","1U01NS094191-01","Cell TypeCircuit DiagramsIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9011312"
"Novel optrodes for large-scale electrophysiology and site-specific stimulation","Assad, John Berdondini, Luca Devittorio, Massimo Sabatini, Bernardo L (contact)","Harvard Medical School","2015","RFA-NS-15-003","Complete","1U01NS094190-01","Monitor Neural ActivityInterventional Tools","9011309"
"Optical Tools to Study Neuropeptide Signaling","Tantama, Mathew","Purdue University","2015","RFA-EY-15-001","Complete","1R21EY026425-01","Monitor Neural ActivityInterventional Tools","9056131"
"Sub-micrometer x-ray tomography for neuroanatomy","Jacobsen, Chris Johnson (contact) Kording, Konrad P.","Northwestern University","2015","RFA-MH-15-225","Complete","1U01MH109100-01","Cell TypeCircuit DiagramsMonitor Neural ActivityInterventional Tools","9037222"
"CoSMo - Summer School in Computational Sensory-Motor Neuroscience","Schrater, Paul R","University Of Minnesota","2015","RFA-MH-15-215","Complete","1R25MH109110-01","Theory & Data Analysis Tools","9037282"
"Non-degenerate multiphoton microscopy for deep brain imaging","Devor, Anna  (contact) Fainman, Yeshaiahu L","University Of California, San Diego","2015","RFA-NS-15-003","Complete","1U01NS094232-01","Monitor Neural ActivityInterventional Tools","9011205"
"Computational and circuit mechanisms for information transmission in the brain","Eden, Uri Tzvi Frank, Loren M Ganguli, Surya Kepecs, Adam  (contact) Kramer, Mark Alan Machens, Christian Tolosa, Vanessa","Cold Spring Harbor Laboratory","2015","RFA-NS-15-005","Complete","1U01NS094288-01","Cell TypeCircuit DiagramsIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9012535"
"Sparse, Strong and Large Area Targeting of Genetically Encoded Indicators","Antic, Srdjan D (contact) Knopfel, Thomas","University Of Connecticut Sch Of Med/dnt","2015","RFA-MH-15-225","Complete","1U01MH109091-01","Cell TypeCircuit DiagramsMonitor Neural ActivityInterventional Tools","9037189"
"Biological 'Living Electrodes' Using Tissue Engineered Axonal Tracts to Probe and Modulate the Nervous System","Cullen, Daniel Kacy","University Of Pennsylvania","2015","RFA-NS-15-003","Complete","1U01NS094340-01","Monitor Neural ActivityInterventional Tools","9012539"
"LOCATER: Large-scale Observation of Cellular Activity Through Exosomal Reporters","Zhang, Feng","Broad Institute, Inc.","2015","RFA-EY-15-001","Complete","1R21EY026412-01","Monitor Neural ActivityInterventional Tools","9056050"
"Toward functional molecular neuroimaging using vasoactive probes in human subjects.","Jasanoff, Alan","Massachusetts Institute Of Technology","2015","RFA-MH-15-200","Complete","1R24MH109081-01","Monitor Neural ActivityInterventional ToolsHuman Neuroscience","9037129"
"Neural Monitoring with Magnetically-Focused Electrical Impedance Tomography (mf-EIT)","Freeman, Daniel Kenneth","Charles Stark Draper Laboratory","2015","RFA-EY-15-001","Complete","1R21EY026360-01","Monitor Neural ActivityInterventional Tools","9055423"
"Use of Calcium Indicator Proteins in Spike Counting Mode","Digregorio, David A Wang, Samuel Sheng-hung (contact)","Princeton University","2015","RFA-EY-15-001","Complete","1R21EY026434-01","Monitor Neural ActivityInterventional Tools","9056196"
"SCAPE microscopy for high-speed in-vivo volumetric microscopy in behaving organisms","Hillman, Elizabeth M","Columbia University Health Sciences","2015","RFA-NS-15-004","Complete","1U01NS094296-01","Monitor Neural ActivityInterventional Tools","9012522"
"Virtual Brain Electrode (VIBE) for Imaging Neuronal Activity","Bulte, Jeff W","Hugo W. Moser Res Inst Kennedy Krieger","2015","RFA-MH-15-200","Complete","1R24MH109085-01","Monitor Neural ActivityInterventional ToolsHuman Neuroscience","9037143"
"LIPS: A novel technology for spatial and temporal control of protein synthesis in dendritic spines","Gan, Wenbiao Jaffrey, Samie R (contact)","Weill Medical Coll Of Cornell Univ","2015","RFA-MH-15-225","Complete","1U01MH109087-01","Cell TypeCircuit DiagramsMonitor Neural ActivityInterventional Tools","9037179"
"Tracing Brain Circuits by Transneuronal Control of Transcription","Hong, Elizabeth Jennifer Lois, Carlos  (contact) Zinn, Kai G","California Institute Of Technology","2015","RFA-MH-15-225","Complete","1U01MH109147-01","Cell TypeCircuit DiagramsMonitor Neural ActivityInterventional Tools","9037465"
"Conducting polymer nanowires for neural modulation","Payne, Christine K","Georgia Institute Of Technology","2015","RFA-EY-15-001","Complete","1R21EY026392-01","Monitor Neural ActivityInterventional Tools","9055905"
"A novel approach to examine slow synaptic transmission in vivo","Mao, Tianyi Zhong, Haining  (contact)","Oregon Health & Science University","2015","RFA-NS-15-003","Complete","1U01NS094247-01","Monitor Neural ActivityInterventional Tools","9011953"
"MULTISCALE ANALYSIS OF SENSORY-MOTOR CORTICAL GATING IN BEHAVING MICE","Jaeger, Dieter  (contact) Stanley, Garrett B.","Emory University","2015","RFA-NS-15-005","Complete","1U01NS094302-01","Cell TypeCircuit DiagramsIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9012601"
"Ultra-miniaturized single fiber probe for functional brain imaging in freely moving animals","Mertz, Jerome C","Boston University (charles River Campus)","2015","RFA-EY-15-001","Complete","1R21EY026310-01","Monitor Neural ActivityInterventional Tools","9053610"
"High-speed Deep Brain Imaging and Modulation with Ultrathin Minimally Invasive Probes","Piestun, Rafael","University Of Colorado","2015","RFA-EY-15-001","Complete","1R21EY026436-01","Monitor Neural ActivityInterventional Tools","9056202"
"Fluorescent Sensors for Imaging External Potassium in the Brain","Kobertz, William R","Univ Of Massachusetts Med Sch Worcester","2015","RFA-EY-15-001","Complete","1R21EY026362-01","Monitor Neural ActivityInterventional Tools","9055507"
